"InChIKey","ClassyFy Status","Kingdom","Superclass","Class","Subclass","Parent Level 1","Parent Level 2","Parent Level 3","Parent Level 4","Parent Level 5"
"VYFYYTLLBUKUHU-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenols","Benzenediols","Catechols","Catecholamines and derivatives"
"IEHDJWSAXBGJIP-RYUDHWBXSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"UYTPUPDQBNUYGX-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Purines and purine derivatives"
"UYTPUPDQBNUYGX-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Purines and purine derivatives"
"IMWZZHHPURKASS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenol ethers","","Phenol ethers"
"IMWZZHHPURKASS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenol ethers","","Phenol ethers"
"UFSZMHHSCOXWPC-AATRIKPKSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acids","Cinnamic acids"
"IMKHDCBNRDRUEB-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzofurans","","Benzofurans"
"FMSUKWLGFFSMTP-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indolecarboxylic acids and derivatives","Indolecarboxylic acids and derivatives"
"RDIKFPRVLJLMER-BQBZGAKWSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"KBOVKDIBOBQLRS-ONCCEEIJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"CVUANYCQTOGILD-CDKPOMLUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones","Eudesmanolides, secoeudesmanolides, and derivatives"
"NFDYGNFETJVMSE-BQBZGAKWSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"OELDIVRKHTYFNG-WDSKDSINSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"WMDZARSFSMZOQO-WCFLWFBJSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"SZNMERGTFJHNSM-JAWYFFTGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Bicyclic monoterpenoids"
"SZNMERGTFJHNSM-JAWYFFTGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Bicyclic monoterpenoids"
"LRCNOZRCYBNMEP-SECBINFHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines"
"PUZGUNYANHPRKM-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"PUZGUNYANHPRKM-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"OMNVYXHOSHNURL-WCBMZHEXSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"VVPRQWTYSNDTEA-LLVKDONJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines"
"VVPRQWTYSNDTEA-LLVKDONJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines"
"NVGBPTNZLWRQSY-UWVGGRQHSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"YBAFDPFAUTYYRW-YUMQZZPRSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"YBAFDPFAUTYYRW-YUMQZZPRSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"KLAONOISLHWJEE-QWRGUYRKSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"VHLZDSUANXBJHW-QWRGUYRKSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"QCZYYEFXOBKCNQ-STQMWFEESA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"KBUNOSOGGAARKZ-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Beta-hydroxy ketones"
"CALSYPDGGJMMDZ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols","Monoacylglycerols","1-monoacylglycerols"
"CALSYPDGGJMMDZ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols","Monoacylglycerols","1-monoacylglycerols"
"QQIVKFZWLZJXJT-DNKQKWOHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives"
"QQIVKFZWLZJXJT-DNKQKWOHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives"
"QQIVKFZWLZJXJT-DNKQKWOHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives"
"QQHJDPROMQRDLA-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"QQHJDPROMQRDLA-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"PQBHGSGQZSOLIR-RYUDHWBXSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"YOVRGSHRZRJTLZ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","2,2-dimethyl-1-benzopyrans"
"JXNRXNCCROJZFB-RYUDHWBXSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"PSHXNVGSVNEJBD-LJQANCHMSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines"
"BWKILASWCLJPBO-LJQANCHMNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","1-acyl-sn-glycero-3-phosphocholines"
"YVYMBNSKXOXSKW-HXUWFJFHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Lysophosphatidylethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines"
"VJQANBSDAGCDJE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines"
"VJQANBSDAGCDJE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines"
"BHTRKEVKTKCXOH-LBSADWJPSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Taurinated bile acids and derivatives"
"NEGQHKSYEYVFTD-HSZRJFAPSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","2-acyl-sn-glycero-3-phosphocholines"
"VLBPIWYTPAXCFJ-XMMPIXPASA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Monoalkylglycerophosphocholines"
"BVJSKAUUFXBDOB-BPGUCPLFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Lysophosphatidylglycerols"
"BVJSKAUUFXBDOB-BPGUCPLFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Lysophosphatidylglycerols"
"ASWBNKHCZGQVJV-HSZRJFAPSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","1-acyl-sn-glycero-3-phosphocholines"
"FBMORZZOJSDNRQ-GLQYFDAESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones","Eudesmanolides, secoeudesmanolides, and derivatives"
"DCBSHORRWZKAKO-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols","Monoacylglycerols","1-monoacylglycerols"
"BHTRKEVKTKCXOH-OGTVOWCVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Taurinated bile acids and derivatives"
"BVJSKAUUFXBDOB-BPGUCPLFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Lysophosphatidylglycerols"
"QQIVKFZWLZJXJT-DNKQKWOHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives"
"CVAVMIODJQHEEH-UHFFFAOYSA-O","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes"
"HVAUUPRFYPCOCA-AREMUKBSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","1-alkyl,2-acylglycero-3-phosphocholines","1-alkyl,2-acetylglycero-3-phosphocholines"
"NVEQFIOZRFFVFW-RGCMKSIDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids"
"HYVABZIGRDEKCD-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-aminopurines","6-alkylaminopurines"
"RGZSQWQPBWRIAQ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids"
"AOHCBEAZXHZMOR-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids"
"PPQRSMGDOHLTBE-UWVGGRQHSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"LHSGPCFBGJHPCY-STQMWFEESA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"YOVRGSHRZRJTLZ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","2,2-dimethyl-1-benzopyrans"
"LNQVTSROQXJCDD-KQYNXXCUSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Ribonucleoside 3'-phosphates","","Ribonucleoside 3'-phosphates"
"YSWHPLCDIMUKFE-QWRGUYRKSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"ZDHZDWSHLNBTEB-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenethylamines","Amphetamines and derivatives"
"COLNVLDHVKWLRT-QMMMGPOBSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives"
"QIVBCDIJIAJPQS-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives"
"JLFNLZLINWHATN-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ethers","Dialkyl ethers","Polyethylene glycols"
"BVJSKAUUFXBDOB-BPGUCPLFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Lysophosphatidylglycerols"
"KQNZDYYTLMIZCT-KQPMLPITSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues","","Macrolides and analogues"
"ASMQGLCHMVWBQR-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Aryl phosphates","Aryl phosphodiesters"
"IEPGNWMPIFDNSD-HZJYTTRNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
"KQNZDYYTLMIZCT-KQPMLPITSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues","","Macrolides and analogues"
"JLFNLZLINWHATN-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ethers","Dialkyl ethers","Polyethylene glycols"
"IQVQXVFMNOFTMU-FLIBITNWSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Isobenzofurans","","Isobenzofurans"
"CRDAMVZIKSXKFV-YFVJMOTDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids"
"CVAVMIODJQHEEH-UHFFFAOYSA-O","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes"
"YHIXRNNWDBPKPW-JOCHJYFZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines"
"FQQQKGAFQIIGLQ-VYFUBJQISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Lysophosphatidylglycerols"
"UWHCKJMYHZGTIT-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ethers","Dialkyl ethers","Polyethylene glycols"
"LIDWXUGNGGWNEU-MGUDNFKCSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Imidazole[4,5-c]pyridine ribonucleosides and ribonucleotides","","Imidazole[4,5-c]pyridine ribonucleosides and ribonucleotides"
"FMIIKPHLJKUXGE-GUBZILKMSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
