microbe,category,estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative,FDR
484;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Alpha.amino.acid.amides,-0.2649592713854412,-0.7771952561205733,0.459406092956976,8,-0.7666833689639779,0.43768376583371976,Pearson's product-moment correlation,two.sided,0.6700992321406926
493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acid.amides,-0.5741079684492753,-1.983223008720457,0.08263546455433583,8,-0.8841408149932907,0.08694757362387201,Pearson's product-moment correlation,two.sided,0.32976227836305716
4940;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,Alpha.amino.acid.amides,0.9474667149814394,8.378314412091349,3.126595500575328e-5,8,0.7878061347039801,0.9878131298223363,Pearson's product-moment correlation,two.sided,0.0027248109343009897
592;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Alpha.amino.acid.amides,-0.5664564000386334,-1.9441776042442336,0.08777815586579645,8,-0.8816404710464942,0.09818990365110991,Pearson's product-moment correlation,two.sided,0.345396836569599
5936;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Alpha.amino.acid.amides,0.8175999870574189,4.0162827647401516,0.003861099045104198,8,0.3874008444766396,0.9554020662322782,Pearson's product-moment correlation,two.sided,0.06163188287090852
6007;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;Thalassobium sp. R2A62,Alpha.amino.acid.amides,-0.287114048653856,-0.8477755618591751,0.4212014648588033,8,-0.7763889763671191,0.418092790384883,Pearson's product-moment correlation,two.sided,0.6398575521517814
6323;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Alpha.amino.acid.amides,-0.3793802151087087,-1.159751298589543,0.27959031718976923,8,-0.8144586105420965,0.32878135040012446,Pearson's product-moment correlation,two.sided,0.5526481503330485
6355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acid.amides,-0.4337416415946515,-1.3615492334278931,0.21044495082481438,8,-0.8352619567027035,0.26947771428276757,Pearson's product-moment correlation,two.sided,0.5015968385899591
641;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acid.amides,-0.2649592713854412,-0.7771952561205733,0.459406092956976,8,-0.7666833689639779,0.43768376583371976,Pearson's product-moment correlation,two.sided,0.6700992321406926
6637;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nereida,Alpha.amino.acid.amides,0.25974923047347354,0.7607952255251611,0.4686079236568734,8,-0.44219598960333156,0.7643671464054219,Pearson's product-moment correlation,two.sided,0.6730769158127587
6889;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Alpha.amino.acid.amides,-0.7667501495412361,-3.378318624848245,0.00966569624643794,8,-0.9417375320490058,-0.2651099213385606,Pearson's product-moment correlation,two.sided,0.11472207101648506
6896;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Alpha.amino.acid.amides,-0.2649592713854412,-0.7771952561205733,0.459406092956976,8,-0.7666833689639779,0.43768376583371976,Pearson's product-moment correlation,two.sided,0.6700992321406926
7037;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4,Alpha.amino.acid.amides,0.42360169084929417,1.3226565343023171,0.22250744535191638,8,-0.2809595447897386,0.8314668351818979,Pearson's product-moment correlation,two.sided,0.5033189806623564
7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,Alpha.amino.acid.amides,-0.5605334138989799,-1.914463248876928,0.09189676844950433,8,-0.879692758055218,0.10677750671726921,Pearson's product-moment correlation,two.sided,0.3462589032458571
7309;Bacteria;Proteobacteria;Alphaproteobacteria,Alpha.amino.acid.amides,0.5207942424772389,1.7254998438624702,0.12271732067643575,8,-0.16192975651847313,0.8663420133537686,Pearson's product-moment correlation,two.sided,0.39176925770665944
7316;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Alpha.amino.acid.amides,0.2597492304734736,0.7607952255251614,0.4686079236568731,8,-0.4421959896033315,0.7643671464054219,Pearson's product-moment correlation,two.sided,0.6730769158127587
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Alpha.amino.acid.amides,-0.5511930193125735,-1.8684693568887383,0.09863876558185765,8,-0.8765993525464133,0.12012061434046979,Pearson's product-moment correlation,two.sided,0.3462589032458571
7937;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acid.amides,-0.10635213541004243,-0.3025250265272196,0.7699682929799092,8,-0.6897887326312999,0.5608284142062029,Pearson's product-moment correlation,two.sided,0.8721619182461298
8570;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Alpha.amino.acid.amides,-0.2649592713854411,-0.7771952561205732,0.459406092956976,8,-0.7666833689639779,0.4376837658337198,Pearson's product-moment correlation,two.sided,0.6700992321406926
8702;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acid.amides,0.2275018257009127,0.6608000626648489,0.5273071766775883,8,-0.469355486245482,0.7497352058653225,Pearson's product-moment correlation,two.sided,0.7047889516029403
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acid.amides,0.8188852278484752,4.035417243791922,0.0037596219187377173,8,0.39070122923215983,0.9557399600048739,Pearson's product-moment correlation,two.sided,0.06163188287090852
8819;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acid.amides,-0.09802159520817702,-0.2785885409064895,0.7876261294799565,8,-0.6853501575055911,0.5665718025873518,Pearson's product-moment correlation,two.sided,0.8721619182461298
9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,Alpha.amino.acid.amides,0.9648755643905175,10.388290799175389,6.38250968834836e-6,8,0.8541622600533967,0.9919072610358777,Pearson's product-moment correlation,two.sided,9.140905293607241e-4
9404;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acid.amides,-0.098021595208177,-0.27858854090648943,0.7876261294799565,8,-0.6853501575055911,0.5665718025873518,Pearson's product-moment correlation,two.sided,0.8721619182461298
1036;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,-0.40474812980321834,-1.2519305248736314,0.2459576555062452,8,-0.824307779879274,0.3017851078598373,Pearson's product-moment correlation,two.sided,0.5267852571095784
1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,-0.06452095002014811,-0.18287384975260287,0.8594465131303491,8,-0.6670489940036379,0.5890343323668299,Pearson's product-moment correlation,two.sided,0.9157326827560144
1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Alpha.amino.acids.and.derivatives,0.9037940465542731,5.973151271947082,3.332305314415646e-4,8,0.6361975584954215,0.9772906547993365,Pearson's product-moment correlation,two.sided,0.010068322485698701
1852;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Alpha.amino.acids.and.derivatives,-0.328172208700151,-0.9826313517512848,0.35456872648251736,8,-0.7937825185726675,0.37996460191780035,Pearson's product-moment correlation,two.sided,0.5956268660659625
2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Alpha.amino.acids.and.derivatives,0.8885835281784062,5.478989299476657,5.881599273589452e-4,8,0.5878385032548024,0.9735387126674513,Pearson's product-moment correlation,two.sided,0.01658610995152225
2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Alpha.amino.acids.and.derivatives,-0.2601534956394483,-0.7620651861686327,0.4678910270895762,8,-0.7645473374329279,0.441847137420022,Pearson's product-moment correlation,two.sided,0.6730769158127587
2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Alpha.amino.acids.and.derivatives,-0.5517225072384819,-1.871049157684668,0.09824843366937051,8,-0.8767754334048244,0.11937065046634476,Pearson's product-moment correlation,two.sided,0.3462589032458571
2682;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acids.and.derivatives,0.021977140905862152,0.06217575855764516,0.9519482175093444,8,-0.6161754165162489,0.6427100147839038,Pearson's product-moment correlation,two.sided,0.971469471668161
2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Alpha.amino.acids.and.derivatives,-0.0812130854042326,-0.23046657967731166,0.8235134721119803,8,-0.676259598808301,0.5779669142030213,Pearson's product-moment correlation,two.sided,0.8954915133762665
2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Alpha.amino.acids.and.derivatives,0.0774331168755152,0.2196734870383485,0.8316270214281917,8,-0.5804945735194335,0.674190006944601,Pearson's product-moment correlation,two.sided,0.8978365861437864
3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Alpha.amino.acids.and.derivatives,-0.5465097554205768,-1.8457913471425236,0.10213408835286586,8,-0.8750381332667888,0.12672077159454703,Pearson's product-moment correlation,two.sided,0.3512416209208314
3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Alpha.amino.acids.and.derivatives,-0.2455836187220541,-0.7165597158350265,0.49403030717015384,8,-0.7580030164740572,0.4542872605989921,Pearson's product-moment correlation,two.sided,0.6866299359829138
3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,0.7947369912599965,3.7035027292122704,0.0060122420724686805,8,0.33047737717935927,0.9493304033210234,Pearson's product-moment correlation,two.sided,0.07947432489544537
3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acids.and.derivatives,-0.31080844763599974,-0.9249073254690988,0.3820662463089133,8,-0.786518455778562,0.39638834590928435,Pearson's product-moment correlation,two.sided,0.612986931798977
3485;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade,Alpha.amino.acids.and.derivatives,-0.5474787819567969,-1.8504632337094737,0.10140452831225122,8,-0.8753617310753584,0.12535998927046635,Pearson's product-moment correlation,two.sided,0.3501560447027124
376;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acids.and.derivatives,-0.07513869247522528,-0.21312680562811662,0.8365589516456134,8,-0.6729291861628677,0.5820226923001192,Pearson's product-moment correlation,two.sided,0.9004184136032938
3835;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,-0.3847898153226563,-1.1791386457013147,0.2722197227969489,8,-0.8165801497491822,0.32311998864411595,Pearson's product-moment correlation,two.sided,0.5421751927159011
3841;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Alpha.amino.acids.and.derivatives,-0.01240588691109646,-0.03509184757326339,0.9728662986793088,8,-0.6370560958343467,0.6220795218343171,Pearson's product-moment correlation,two.sided,0.9809831807898634
4056;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Alpha.amino.acids.and.derivatives,-0.0665587846345735,-0.18867505776231971,0.8550459526426908,8,-0.6681834148598059,0.5876961950097703,Pearson's product-moment correlation,two.sided,0.9133445403228742
4061;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acids.and.derivatives,-0.328172208700151,-0.9826313517512848,0.35456872648251736,8,-0.7937825185726675,0.37996460191780035,Pearson's product-moment correlation,two.sided,0.5956268660659625
45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Alpha.amino.acids.and.derivatives,-0.20129253879372477,-0.5812385495487606,0.5770844965706691,8,-0.7374545327439519,0.4904991739194336,Pearson's product-moment correlation,two.sided,0.7381093882295766
4531;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acids.and.derivatives,-0.24708815508967064,-0.7212341435895803,0.49130265262305317,8,-0.7586836167111768,0.4530151645270485,Pearson's product-moment correlation,two.sided,0.6855519931043063
4616;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium,Alpha.amino.acids.and.derivatives,0.881332807981675,5.2757812880760335,7.500258775972048e-4,8,0.5655186274721348,0.9717339279970848,Pearson's product-moment correlation,two.sided,0.019828809138976104
484;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Alpha.amino.acids.and.derivatives,0.021977140905862152,0.06217575855764516,0.9519482175093444,8,-0.6161754165162489,0.6427100147839038,Pearson's product-moment correlation,two.sided,0.971469471668161
493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acids.and.derivatives,0.4462188212940149,1.4102846466097616,0.19613153392602364,8,-0.255069551634844,0.8398799274745347,Pearson's product-moment correlation,two.sided,0.4825031746915853
4940;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,Alpha.amino.acids.and.derivatives,-0.13480544227704824,-0.3847997885039734,0.7104137521828237,8,-0.7046252304179945,0.5407151674372439,Pearson's product-moment correlation,two.sided,0.8442715941555211
592;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Alpha.amino.acids.and.derivatives,0.5650023808136008,1.9368426063224367,0.08877804059337092,8,-0.10030726035945481,0.8811633241561088,Pearson's product-moment correlation,two.sided,0.3462589032458571
5936;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Alpha.amino.acids.and.derivatives,-0.1273908309793165,-0.36327543276912905,0.7258110265368665,8,-0.7008064174127211,0.5460319361827256,Pearson's product-moment correlation,two.sided,0.8563623364462923
6007;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;Thalassobium sp. R2A62,Alpha.amino.acids.and.derivatives,0.416909355613647,1.2973213457303276,0.23067955586041508,8,-0.2884286195786299,0.8289410407389075,Pearson's product-moment correlation,two.sided,0.5045433096503164
6323;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Alpha.amino.acids.and.derivatives,0.6686691928612075,2.5435499750203743,0.03451948740954871,8,0.06743295702681668,0.9136416568812176,Pearson's product-moment correlation,two.sided,0.2317737011783985
6355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,-0.07803923805880697,-0.22140351461101193,0.8303250232144117,8,-0.6745224998791579,0.580090112993185,Pearson's product-moment correlation,two.sided,0.8978365861437864
641;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acids.and.derivatives,0.021977140905862152,0.06217575855764516,0.9519482175093444,8,-0.6161754165162489,0.6427100147839038,Pearson's product-moment correlation,two.sided,0.971469471668161
6637;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nereida,Alpha.amino.acids.and.derivatives,-0.328172208700151,-0.9826313517512848,0.35456872648251736,8,-0.7937825185726675,0.37996460191780035,Pearson's product-moment correlation,two.sided,0.5956268660659625
6889;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Alpha.amino.acids.and.derivatives,-0.20103874648370276,-0.5804748298343493,0.5775749586382739,8,-0.7373338565771017,0.49070000878378855,Pearson's product-moment correlation,two.sided,0.7381093882295766
6896;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Alpha.amino.acids.and.derivatives,0.021977140905862152,0.06217575855764516,0.9519482175093444,8,-0.6161754165162489,0.6427100147839038,Pearson's product-moment correlation,two.sided,0.971469471668161
7037;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4,Alpha.amino.acids.and.derivatives,0.7444967124982245,3.154092704938507,0.013514797408598053,8,0.2162285754481424,0.935570114490254,Pearson's product-moment correlation,two.sided,0.1377532362370356
7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,Alpha.amino.acids.and.derivatives,-0.2549722895089623,-0.7458211516539869,0.4771155698833699,8,-0.7622319600462463,0.44630213198869356,Pearson's product-moment correlation,two.sided,0.6760371738294847
7309;Bacteria;Proteobacteria;Alphaproteobacteria,Alpha.amino.acids.and.derivatives,-0.01240588691109646,-0.03509184757326339,0.9728662986793088,8,-0.6370560958343467,0.6220795218343171,Pearson's product-moment correlation,two.sided,0.9809831807898634
7316;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Alpha.amino.acids.and.derivatives,-0.328172208700151,-0.9826313517512848,0.35456872648251736,8,-0.7937825185726675,0.37996460191780035,Pearson's product-moment correlation,two.sided,0.5956268660659625
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Alpha.amino.acids.and.derivatives,-0.22973403461742237,-0.667643126840766,0.5231505442452986,8,-0.7507647708000784,0.46751700669110646,Pearson's product-moment correlation,two.sided,0.7047537586489214
7937;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,0.582772282436516,2.0283742434474243,0.07705131849201972,8,-0.07401065584272228,0.8869508212200456,Pearson's product-moment correlation,two.sided,0.31797763631340825
8570;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Alpha.amino.acids.and.derivatives,0.02197714090586215,0.06217575855764514,0.9519482175093444,8,-0.6161754165162489,0.6427100147839038,Pearson's product-moment correlation,two.sided,0.971469471668161
8702;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,-0.40474812980321834,-1.2519305248736314,0.2459576555062452,8,-0.824307779879274,0.3017851078598373,Pearson's product-moment correlation,two.sided,0.5267852571095784
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,0.29401949399229704,0.8700703222184222,0.40960802802073726,8,-0.41184934886882646,0.7793674218915531,Pearson's product-moment correlation,two.sided,0.6323510797546418
8819;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,0.6108139657318566,2.181989392062891,0.06067400557502246,8,-0.030568511520838396,0.8958934846892398,Pearson's product-moment correlation,two.sided,0.29843144602598287
9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,Alpha.amino.acids.and.derivatives,-0.09389069657243464,-0.2667413196733216,0.7964151165026003,8,-0.6831328782587734,0.5693960502900388,Pearson's product-moment correlation,two.sided,0.8784448351514992
9404;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,0.6108139657318565,2.1819893920628903,0.060674005575022526,8,-0.03056851152083862,0.8958934846892398,Pearson's product-moment correlation,two.sided,0.29843144602598287
1036;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Amino.acids..peptides..and.analogues,-0.32946001557694643,-0.98695585555789,0.35257016312279155,8,-0.7943160277683546,0.3787284640885229,Pearson's product-moment correlation,two.sided,0.5956268660659625
1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Amino.acids..peptides..and.analogues,-0.06507233932520518,-0.1844432880756479,0.8582554780368772,8,-0.6673562171205508,0.5886726177419622,Pearson's product-moment correlation,two.sided,0.9156168151566181
