microbe,category,estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative,FDR
7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,Acetamides,-0.6242220570226883,-2.2599340188319874,0.05372789659420621,8,-0.9000892986991426,0.008903592122399563,Pearson's product-moment correlation,two.sided,0.17820014970101825
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Acetamides,-0.6374548715172967,-2.3400693653878872,0.04741055489202822,8,-0.9041806970496585,-0.013077224347132542,Pearson's product-moment correlation,two.sided,0.16585794903497358
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Acetamides,0.7546279151445443,3.252915383365247,0.011650130073277051,8,0.2381589116018535,0.9383924493790038,Pearson's product-moment correlation,two.sided,0.07444235656992285
9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,Acetamides,0.8933707149255866,5.6236803712680725,4.963659947107387e-4,8,0.6028301811414349,0.9747245163615281,Pearson's product-moment correlation,two.sided,0.009203113770784352
1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acid.amides,0.6940522440336805,2.7267801279428308,0.025974835782176808,8,0.11443198078148928,0.9211443902957173,Pearson's product-moment correlation,two.sided,0.12068765278521745
1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Alpha.amino.acid.amides,0.12608985947684037,0.3595052533695799,0.728521950862177,8,-0.5469592584409986,0.700132960019573,Pearson's product-moment correlation,two.sided,0.8046468031495334
2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Alpha.amino.acid.amides,-0.06302314875429449,-0.17861145130424286,0.8626831393458185,8,-0.6662134133749965,0.5900155786858712,Pearson's product-moment correlation,two.sided,0.9101629016792172
2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Alpha.amino.acid.amides,-0.5103444091490829,-1.6785141238192784,0.13176395400226754,8,-0.8627473335697611,0.17575734053866032,Pearson's product-moment correlation,two.sided,0.2754621663152765
2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Alpha.amino.acid.amides,0.4127232430875483,1.2816043396330268,0.235876348629624,8,-0.29305735416274115,0.8273525455548127,Pearson's product-moment correlation,two.sided,0.3737420785262324
2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Alpha.amino.acid.amides,0.7319848380078133,3.0387526757931207,0.01609377649625334,8,0.18986116280829182,0.9320505603684534,Pearson's product-moment correlation,two.sided,0.09159010403932988
2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Alpha.amino.acid.amides,0.9078915814484634,6.125654158601297,2.814140429503007e-4,8,0.6495946296608937,0.9782935657455969,Pearson's product-moment correlation,two.sided,0.006771899629293406
3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Alpha.amino.acid.amides,0.4186565441772014,1.3039107049171912,0.22852988591595327,8,-0.28648688994055227,0.8296020825210559,Pearson's product-moment correlation,two.sided,0.3692390013870616
3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Alpha.amino.acid.amides,-0.5147301680650168,-1.698108094450219,0.12791859855056845,8,-0.8642603586164821,0.1699867335819362,Pearson's product-moment correlation,two.sided,0.271947246166716
3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acid.amides,0.03387040858294238,0.09585498077673034,0.9259934208641466,8,-0.6087376483014257,0.6496426252072396,Pearson's product-moment correlation,two.sided,0.9562040803258501
3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acid.amides,0.002537157904243807,0.007176189333340725,0.9944500028108354,8,-0.6280924959673209,0.6311552122384846,Pearson's product-moment correlation,two.sided,0.9970948166480982
3485;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade,Alpha.amino.acid.amides,0.8452080139502799,4.473131827279436,0.0020745962020444933,8,0.4608073431125185,0.9625817890035773,Pearson's product-moment correlation,two.sided,0.024441336505336687
376;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acid.amides,-0.5475223292662571,-1.850673433861453,0.10137182016221774,8,-0.8753762664182079,0.12529877725773592,Pearson's product-moment correlation,two.sided,0.24445954926112634
4056;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Alpha.amino.acid.amides,-0.5424098410045085,-1.8261410628978978,0.10525753854433922,8,-0.8736657460123765,0.13245028482922142,Pearson's product-moment correlation,two.sided,0.2506237391445214
45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Alpha.amino.acid.amides,0.9573513251124488,9.371932956480785,1.374669591831285e-5,8,0.8250332869371568,0.990144616951696,Pearson's product-moment correlation,two.sided,9.847837495092103e-4
4531;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acid.amides,-0.5144328432982463,-1.6967740735114687,0.1281770661201193,8,-0.8641579852023318,0.17037943115979945,Pearson's product-moment correlation,two.sided,0.2719854817670824
4616;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium,Alpha.amino.acid.amides,-0.06224386589547412,-0.17639427231693525,0.8643678367769698,8,-0.6657780738972414,0.5905253441816661,Pearson's product-moment correlation,two.sided,0.9110904225486979
493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acid.amides,-0.46186071719951116,-1.4728403490126194,0.1790136281828982,8,-0.8455897967148813,0.23655598067930814,Pearson's product-moment correlation,two.sided,0.3190803050548321
4940;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,Alpha.amino.acid.amides,0.928974695137858,7.098703864529709,1.0212355858602318e-4,8,0.7211596508758004,0.9834022396392479,Pearson's product-moment correlation,two.sided,0.0036094295237747566
592;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Alpha.amino.acid.amides,-0.4657019164062832,-1.4884641619501158,0.17495041589792462,8,-0.8469786755353107,0.23193067240365922,Pearson's product-moment correlation,two.sided,0.31514883495516677
5936;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Alpha.amino.acid.amides,0.7676703772970931,3.388182853985171,0.009525543824343341,8,0.2671883552891725,0.9419900594737405,Pearson's product-moment correlation,two.sided,0.06451131775648095
6323;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Alpha.amino.acid.amides,-0.359178213028397,-1.0885493990898194,0.308055308139882,8,-0.806431583739778,0.3494829820709548,Pearson's product-moment correlation,two.sided,0.4461082631321467
6355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acid.amides,-0.5487009311453717,-1.8563706448840842,0.10048911501764667,8,-0.8757694384631751,0.12364013492918996,Pearson's product-moment correlation,two.sided,0.24284869462597944
6889;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Alpha.amino.acid.amides,-0.8512126487452466,-4.587455888526567,0.0017844982590812179,8,-0.9641218334677937,-0.47750108112146494,Pearson's product-moment correlation,two.sided,0.022677163269897275
7037;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4,Alpha.amino.acid.amides,0.4910363174238728,1.5943038675520425,0.1495340105710706,8,-0.20061354973462683,0.8560104101283753,Pearson's product-moment correlation,two.sided,0.2914750256050638
7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,Alpha.amino.acid.amides,-0.5123105565079515,-1.6872759998140514,0.1300313718062536,8,-0.8634264080331774,0.17317617985342412,Pearson's product-moment correlation,two.sided,0.2739792298078588
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Alpha.amino.acid.amides,-0.5160631428806516,-1.7040990791340238,0.12676379444844332,8,-0.8647189664271251,0.16822350367708422,Pearson's product-moment correlation,two.sided,0.2705091538135649
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acid.amides,0.8271931478755882,4.1636979171595,0.0031491980256675607,8,0.4123041520191782,0.9579154631421957,Pearson's product-moment correlation,two.sided,0.030704680750258718
9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,Alpha.amino.acid.amides,0.9837818170734917,15.512997944256204,2.968311369417616e-7,8,0.9305554057439053,0.9962907662578105,Pearson's product-moment correlation,two.sided,2.500505535787646e-4
1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,0.0425693181038837,0.12051345756163581,0.9070481810582207,8,-0.6032250807168759,0.6546492113125972,Pearson's product-moment correlation,two.sided,0.9426577893991942
1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Alpha.amino.acids.and.derivatives,0.9494768528575225,8.557071009398733,2.681407139194686e-5,8,0.7952833352389054,0.9882887331024762,Pearson's product-moment correlation,two.sided,0.0015163357372145949
2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Alpha.amino.acids.and.derivatives,0.9061867588719571,6.06105061861882,3.021936498385249e-4,8,0.6440010829824956,0.9778766943328847,Pearson's product-moment correlation,two.sided,0.007120437874320243
2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Alpha.amino.acids.and.derivatives,-0.372482558188036,-1.1352319804576911,0.289143211019489,8,-0.8117365048823582,0.3359269474217931,Pearson's product-moment correlation,two.sided,0.4252548396138388
2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Alpha.amino.acids.and.derivatives,-0.45154803545589606,-1.4314096681713402,0.1901962429209381,8,-0.8418351225657558,0.24881917980659646,Pearson's product-moment correlation,two.sided,0.3309414626824323
2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Alpha.amino.acids.and.derivatives,0.03130583654229673,0.08858969928737072,0.9315855587877578,8,-0.6103510805939508,0.6481563415147988,Pearson's product-moment correlation,two.sided,0.9580300001723845
2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Alpha.amino.acids.and.derivatives,0.23899378245436795,0.6961501646291155,0.5060528912452458,8,-0.4598255876093608,0.755008796953334,Pearson's product-moment correlation,two.sided,0.625514557375271
3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Alpha.amino.acids.and.derivatives,-0.4424822681005689,-1.3955849620555512,0.20035666034962493,8,-0.8385029317254877,0.2594172945310563,Pearson's product-moment correlation,two.sided,0.33922662104105655
3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Alpha.amino.acids.and.derivatives,-0.3739766261550821,-1.1405242035920342,0.2870593285144753,8,-0.8123277506786888,0.334386062071863,Pearson's product-moment correlation,two.sided,0.42505357535344207
3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,0.8326896879756635,4.253264166597937,0.0027867652569589364,8,0.42685783234764385,0.9593465741406935,Pearson's product-moment correlation,two.sided,0.028338116795777336
3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acids.and.derivatives,-0.25512720719626686,-0.7463058412327412,0.47683861201935174,8,-0.7623013784293123,0.44616943019741445,Pearson's product-moment correlation,two.sided,0.6005617708172459
3485;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade,Alpha.amino.acids.and.derivatives,-0.38460680036401085,-1.1784804323624627,0.27246733067663986,8,-0.8165085650184407,0.323312352773081,Pearson's product-moment correlation,two.sided,0.4108558085625776
376;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acids.and.derivatives,-0.1502296230342425,-0.4297911842440466,0.6786895758248456,8,-0.7124649198484082,0.5294793459939958,Pearson's product-moment correlation,two.sided,0.7691361826231466
4056;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Alpha.amino.acids.and.derivatives,-0.13651413477782803,-0.3897692534741606,0.7068785799604114,8,-0.7055006183800232,0.5394822214484835,Pearson's product-moment correlation,two.sided,0.7890929561975962
45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Alpha.amino.acids.and.derivatives,-0.029815091410627423,-0.08436732033903503,0.934837433724114,8,-0.6472902230180307,0.6112865027552727,Pearson's product-moment correlation,two.sided,0.9594384188221171
4531;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acids.and.derivatives,-0.37392782966187793,-1.1403511960860686,0.28712726045095466,8,-0.8123084547218654,0.3344364475252818,Pearson's product-moment correlation,two.sided,0.42505357535344207
4616;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium,Alpha.amino.acids.and.derivatives,0.901133681829887,5.879003348350832,3.704186054320349e-4,8,0.6275849274089341,0.9766377373566851,Pearson's product-moment correlation,two.sided,0.007485652865109133
493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Alpha.amino.acids.and.derivatives,0.34630181241593655,1.0440947267284475,0.326961887353666,8,-0.36232640045166764,0.8012278157809681,Pearson's product-moment correlation,two.sided,0.4622423682462453
4940;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,Alpha.amino.acids.and.derivatives,0.02472064779222496,0.0699419251427316,0.9459566175015008,8,-0.6144697326647481,0.6443182823016025,Pearson's product-moment correlation,two.sided,0.9682144202662419
592;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Alpha.amino.acids.and.derivatives,0.4587100682965482,1.4601040356465884,0.1823876968286399,8,-0.2403262919966184,0.8444467119387932,Pearson's product-moment correlation,two.sided,0.3218104291937468
5936;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Alpha.amino.acids.and.derivatives,-0.008046187864393184,-0.022758792733461243,0.9824001035134945,8,-0.6344582646328822,0.6247451285074394,Pearson's product-moment correlation,two.sided,0.99028031824756
6323;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Alpha.amino.acids.and.derivatives,0.6132657094048011,2.1960103532532282,0.05936206764196144,8,-0.026651479201949328,0.8966645307903355,Pearson's product-moment correlation,two.sided,0.1864958291751622
6355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,-0.15483338528640597,-0.4432806468120864,0.6693055774889913,8,-0.7147780001506776,0.526078854657061,Pearson's product-moment correlation,two.sided,0.7615539317304318
6889;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Alpha.amino.acids.and.derivatives,-0.3889688448356115,-1.1942132381070487,0.2665991996671689,8,-0.8182111351174355,0.31871150020934974,Pearson's product-moment correlation,two.sided,0.4041872584766327
7037;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4,Alpha.amino.acids.and.derivatives,0.8535495616458341,4.633682767190294,0.0016799712941184069,8,0.48407179593946675,0.9647191479295385,Pearson's product-moment correlation,two.sided,0.02159144924599907
7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,Alpha.amino.acids.and.derivatives,-0.3732895242054698,-1.1380891030698743,0.2880166722296326,8,-0.8120559564762391,0.3350951653820073,Pearson's product-moment correlation,two.sided,0.4252548396138388
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Alpha.amino.acids.and.derivatives,-0.3732706559681634,-1.1380222644613303,0.28804298564599834,8,-0.8120484901559417,0.3351146264754465,Pearson's product-moment correlation,two.sided,0.4252548396138388
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Alpha.amino.acids.and.derivatives,0.4427267128174751,1.3965438316332293,0.2000786500069762,8,-0.25913373296152553,0.8385931694598663,Pearson's product-moment correlation,two.sided,0.33922662104105655
9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,Alpha.amino.acids.and.derivatives,0.0866750135426799,0.24608004725360813,0.8118163918115238,8,-0.5742920512149384,0.6792335888678158,Pearson's product-moment correlation,two.sided,0.8777861750849267
1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Amino.acids..peptides..and.analogues,0.1032322218058703,0.29355318824389737,0.7765707105100814,8,-0.5629869476362799,0.688131539745606,Pearson's product-moment correlation,two.sided,0.8494211543393637
1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Amino.acids..peptides..and.analogues,0.9440351065940158,8.095119168248381,4.010251272636598e-5,8,0.7751492519836374,0.9869994585335522,Pearson's product-moment correlation,two.sided,0.001679849699759997
2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Amino.acids..peptides..and.analogues,0.8876975943231307,5.453173247670694,6.064188798001396e-4,8,0.5850865574588551,0.9733187607827675,Pearson's product-moment correlation,two.sided,0.010716558641468091
2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Amino.acids..peptides..and.analogues,-0.3434928525634643,-1.0344875984452542,0.3311642027712639,8,-0.800083407136829,0.36509285968617256,Pearson's product-moment correlation,two.sided,0.46643426318094583
2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Amino.acids..peptides..and.analogues,-0.3983633784251654,-1.2284210435701213,0.2541989048854015,8,-0.8218525682066503,0.30868808635617445,Pearson's product-moment correlation,two.sided,0.3911550495583525
2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Amino.acids..peptides..and.analogues,0.08137232992384326,0.23092149318596006,0.8231719853541919,8,-0.5778601492566492,0.6763465819630601,Pearson's product-moment correlation,two.sided,0.8816359047685521
2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Amino.acids..peptides..and.analogues,0.32537952975434153,0.9732744751067167,0.3589222439688417,8,-0.38263657225034303,0.7926231080015022,Pearson's product-moment correlation,two.sided,0.49145406528905566
3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Amino.acids..peptides..and.analogues,-0.39547015378639,-1.2178380991600692,0.25798309807092323,8,-0.8207347952540323,0.3117918119891609,Pearson's product-moment correlation,two.sided,0.39482934224386224
3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Amino.acids..peptides..and.analogues,-0.3562712759692876,-1.0784526364068103,0.3122720986579629,8,-0.8052628199974311,0.35240593665029607,Pearson's product-moment correlation,two.sided,0.4504843668139745
3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Amino.acids..peptides..and.analogues,0.8296759367038367,4.203667867306415,0.002981536971440667,8,0.41885193605329013,0.9585627021432049,Pearson's product-moment correlation,two.sided,0.02957998521666135
3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Amino.acids..peptides..and.analogues,-0.27415287776634023,-0.8063144690051743,0.44336834139134074,8,-0.7707389510840885,0.42963424979997217,Pearson's product-moment correlation,two.sided,0.5640602858420769
