microbe,category,estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative,FDR
Bacteria;Bacteroidetes;Bacteroidia,Amino.acids.and.derivatives,0.4478856003984811,1.4168713934847819,0.1942637308346149,8,-0.2531209472305785,0.8404925393995533,Pearson's product-moment correlation,two.sided,0.2688141755091642
Bacteria;Proteobacteria;Alphaproteobacteria,Amino.acids.and.derivatives,0.5028295023807041,1.6453496898432258,0.13851683799662382,8,-0.18553674396274433,0.8601400420078198,Pearson's product-moment correlation,two.sided,0.22666391672174807
Bacteria;Proteobacteria;Betaproteobacteria,Amino.acids.and.derivatives,-0.3422494014629815,-1.0302448573150642,0.33303329762388595,8,-0.7995757447281963,0.36631351395405437,Pearson's product-moment correlation,two.sided,0.393088482441308
Bacteria;Proteobacteria;Gammaproteobacteria,Amino.acids.and.derivatives,-0.5136705547903159,-1.693357676553544,0.12884120635345192,8,-0.8638953854250272,0.1713852460218899,Pearson's product-moment correlation,two.sided,0.2157341129639195
Bacteria;Bacteroidetes;Bacteroidia,Aminoimidazoles,0.40488856700157533,1.2524500691865292,0.2457780832110738,8,-0.30163243463813016,0.824361607225026,Pearson's product-moment correlation,two.sided,0.3104565261613564
Bacteria;Proteobacteria;Alphaproteobacteria,Aminoimidazoles,0.7342516175804648,3.0591342505654406,0.015603091181967718,8,0.19458084567572015,0.9326910116884606,Pearson's product-moment correlation,two.sided,0.04250632048075865
Bacteria;Proteobacteria;Betaproteobacteria,Aminoimidazoles,-0.7374483363572472,-3.08825573560668,0.014928951290914953,8,-0.9335920843743973,-0.20127950550853635,Pearson's product-moment correlation,two.sided,0.04250632048075865
Bacteria;Proteobacteria;Gammaproteobacteria,Aminoimidazoles,-0.6584684003285037,-2.474633483656032,0.038431825852659494,8,-0.9105787475627898,-0.04926812284795609,Pearson's product-moment correlation,two.sided,0.08138504298210246
Bacteria;Bacteroidetes;Bacteroidia,Anisoles,0.3731878696121732,1.1377290224976953,0.28815845377052374,8,-0.3352000069057184,0.8120157292003405,Pearson's product-moment correlation,two.sided,0.3516509944318256
Bacteria;Proteobacteria;Alphaproteobacteria,Anisoles,0.7879364678502823,3.6193214616594656,0.006789270134485542,8,0.3141732540219595,0.9475018615081707,Pearson's product-moment correlation,two.sided,0.023277497603950426
Bacteria;Proteobacteria;Betaproteobacteria,Anisoles,-0.7120466383287856,-2.86836597233865,0.020881272639340004,8,-0.9263628828105233,-0.14939970554373078,Pearson's product-moment correlation,two.sided,0.05229749752768649
Bacteria;Proteobacteria;Gammaproteobacteria,Anisoles,-0.6745974778028259,-2.5847826674422203,0.03237465538688043,8,-0.9154090072106837,-0.0781759807414655,Pearson's product-moment correlation,two.sided,0.07284297462048098
Bacteria;Bacteroidetes;Bacteroidia,Benzenoids,0.4812256056251389,1.5527225122732478,0.15909230567708021,8,-0.21291112605808413,0.8525391193452537,Pearson's product-moment correlation,two.sided,0.25454768908332837
Bacteria;Proteobacteria;Alphaproteobacteria,Benzenoids,0.9014239287786647,5.889098873012686,3.662201925356687e-4,8,0.6285213266364231,0.9767090387467742,Pearson's product-moment correlation,two.sided,0.0037668362660811644
Bacteria;Proteobacteria;Betaproteobacteria,Benzenoids,-0.8928288543220902,-5.606845644527541,5.061901274719562e-4,8,-0.9745905251683566,-0.6011229172944317,Pearson's product-moment correlation,two.sided,0.004555711147247605
Bacteria;Proteobacteria;Gammaproteobacteria,Benzenoids,-0.829233017680425,-4.196479556568409,0.0030109648340147363,8,-0.9584473348728528,-0.41768069977764366,Pearson's product-moment correlation,two.sided,0.012043859336058945
Bacteria;Bacteroidetes;Bacteroidia,Carboximidamides,0.030983089005997586,0.08767550158501507,0.9322895165549918,8,-0.6105537521509832,0.6479689614147081,Pearson's product-moment correlation,two.sided,0.9454203548163297
Bacteria;Proteobacteria;Alphaproteobacteria,Carboximidamides,0.6669729180051747,2.5319151379737432,0.03515045956963824,8,0.06438446927647641,0.9131342508674911,Pearson's product-moment correlation,two.sided,0.0766919117883016
Bacteria;Proteobacteria;Betaproteobacteria,Carboximidamides,-0.6235953361640234,-2.2562200612362138,0.05404020740311429,8,-0.8998943113122513,0.009929671084202998,Pearson's product-moment correlation,two.sided,0.10808041480622858
Bacteria;Proteobacteria;Gammaproteobacteria,Carboximidamides,-0.5186045604141372,-1.7155682068047662,0.12458001643550519,8,-0.8655917290580433,0.16484959550766579,Pearson's product-moment correlation,two.sided,0.21356574246086601
Bacteria;Bacteroidetes;Bacteroidia,Carboximidic.acids,0.4660379883643199,1.4898361919562007,0.1745975516176966,8,-0.23152449128132158,0.8470999434159132,Pearson's product-moment correlation,two.sided,0.2671783279937429
Bacteria;Proteobacteria;Alphaproteobacteria,Carboximidic.acids,0.9073664186936501,6.105572635879745,2.8769945379164644e-4,8,0.6478685780158595,0.9781652111251026,Pearson's product-moment correlation,two.sided,0.0034523934454997575
Bacteria;Proteobacteria;Betaproteobacteria,Carboximidic.acids,-0.8332914707548479,-4.263313418614753,0.002748999998569229,8,-0.9595028632011587,-0.42846409743487757,Pearson's product-moment correlation,two.sided,0.011642823523352028
Bacteria;Proteobacteria;Gammaproteobacteria,Carboximidic.acids,-0.8474535669080839,-4.515159649299855,0.001962400032985886,8,-0.9631586082006107,-0.4670186200399001,Pearson's product-moment correlation,two.sided,0.009419520158332252
Bacteria;Bacteroidetes;Bacteroidia,Carboximidic.acids.and.derivatives,0.4452103155528313,1.4063081603103957,0.1972667394608187,8,-0.2562458198018424,0.8395087712298857,Pearson's product-moment correlation,two.sided,0.2688141755091642
Bacteria;Proteobacteria;Alphaproteobacteria,Carboximidic.acids.and.derivatives,0.9289880560479633,7.0994491636386465,1.0204841620044522e-4,8,0.721206454769121,0.9834054500040785,Pearson's product-moment correlation,two.sided,0.001836871491608014
Bacteria;Proteobacteria;Betaproteobacteria,Carboximidic.acids.and.derivatives,-0.8735562486331511,-5.076376371274123,9.574160923664434e-4,8,-0.9697864404330376,-0.5420834032308564,Pearson's product-moment correlation,two.sided,0.0068933958650383926
Bacteria;Proteobacteria;Gammaproteobacteria,Carboximidic.acids.and.derivatives,-0.8524607981456798,-4.612019999529958,0.0017281019948329514,8,-0.9644410025137816,-0.4810053187454021,Pearson's product-moment correlation,two.sided,0.008887381687712323
Bacteria;Bacteroidetes;Bacteroidia,Dialkylamines,-0.06867976785294043,-0.1947154888998145,0.8504696589261038,8,-0.6693611593091541,0.5862996466864802,Pearson's product-moment correlation,two.sided,0.900497285921757
Bacteria;Proteobacteria;Alphaproteobacteria,Dialkylamines,-0.2860207120894987,-0.8442589800871878,0.42305098190571855,8,-0.775915387665493,0.41907524023126447,Pearson's product-moment correlation,two.sided,0.47593235464393335
Bacteria;Proteobacteria;Betaproteobacteria,Dialkylamines,0.5610641098477311,1.9171079410981655,0.09152280834360325,8,-0.10601210199508787,0.8798677097814698,Pearson's product-moment correlation,two.sided,0.17086800111958486
Bacteria;Proteobacteria;Gammaproteobacteria,Dialkylamines,0.25468222655896106,0.7449137994404079,0.47763432575719533,8,-0.4465505156936939,0.762101951890565,Pearson's product-moment correlation,two.sided,0.5286455095170518
Bacteria;Bacteroidetes;Bacteroidia,Fatty.amides,-0.3470430827156819,-1.0466353029409436,0.3258575456413398,8,-0.8015292654173501,0.36159425766074976,Pearson's product-moment correlation,two.sided,0.39102905476960775
Bacteria;Proteobacteria;Alphaproteobacteria,Fatty.amides,-0.808261476831144,-3.882500939220042,0.0046582971856704136,8,-0.9529360594521972,-0.363747001675481,Pearson's product-moment correlation,two.sided,0.01676986986841349
Bacteria;Proteobacteria;Betaproteobacteria,Fatty.amides,0.9674955560203388,10.820958254541388,4.695778073602381e-6,8,0.864470922744419,0.99251858962082,Pearson's product-moment correlation,two.sided,1.690480106496857e-4
Bacteria;Proteobacteria;Gammaproteobacteria,Fatty.amides,0.7113505347657302,2.862686498784726,0.02106426983754039,8,0.14802031313968214,0.9261625267719216,Pearson's product-moment correlation,two.sided,0.05229749752768649
Bacteria;Bacteroidetes;Bacteroidia,Glycosylamines,0.41538982136823144,1.2916047205979426,0.23255839962603791,8,-0.29011264310848695,0.828365193722143,Pearson's product-moment correlation,two.sided,0.30188453967493506
Bacteria;Proteobacteria;Alphaproteobacteria,Glycosylamines,0.83799495310746,4.343601427614061,0.0024664072094974505,8,0.441107303621185,0.9607217339825177,Pearson's product-moment correlation,two.sided,0.011098832442738528
Bacteria;Proteobacteria;Betaproteobacteria,Glycosylamines,-0.8212532072311373,-4.071156320148727,0.003577685555518532,8,-0.9563615652028518,-0.39681095401417377,Pearson's product-moment correlation,two.sided,0.013557545263017595
Bacteria;Proteobacteria;Gammaproteobacteria,Glycosylamines,-0.7326905844822944,-3.045074821284766,0.015939870180284494,8,-0.9322500946654791,-0.19132792299115137,Pearson's product-moment correlation,two.sided,0.04250632048075865
Bacteria;Bacteroidetes;Bacteroidia,Guanidines,-0.3011802049186224,-0.8933468180388193,0.39774824845613677,8,-0.7824329749182977,0.40530435717947466,Pearson's product-moment correlation,two.sided,0.4619011917555137
Bacteria;Proteobacteria;Alphaproteobacteria,Guanidines,0.04246114297931296,0.12020666065689006,0.907283533285806,8,-0.6032940131233474,0.6545872799948705,Pearson's product-moment correlation,two.sided,0.9332059199511147
Bacteria;Proteobacteria;Betaproteobacteria,Guanidines,-0.0038216696534524325,-0.0108093930463842,0.9916402197297056,8,-0.6319274113120723,0.6273140887784538,Pearson's product-moment correlation,two.sided,0.9916402197297056
Bacteria;Proteobacteria;Gammaproteobacteria,Guanidines,0.053146022843257985,0.1505323922609749,0.8840708865748164,8,-0.5964383783303102,0.6606650606138961,Pearson's product-moment correlation,two.sided,0.922508751208504
Bacteria;Bacteroidetes;Bacteroidia,Heteroaromatic.compounds,0.4627020971014728,1.4762535214149177,0.17811888532916195,8,-0.23554554900875588,0.8458944630132321,Pearson's product-moment correlation,two.sided,0.2671783279937429
Bacteria;Proteobacteria;Alphaproteobacteria,Heteroaromatic.compounds,0.8683871432174288,4.953085049960446,0.001116548662819213,8,0.5267860702519758,0.9684851172211016,Pearson's product-moment correlation,two.sided,0.007308318520271212
Bacteria;Proteobacteria;Betaproteobacteria,Heteroaromatic.compounds,-0.8602994757663488,-4.773140321382775,0.001402950805272902,8,-0.9664380219035166,-0.5032874875549268,Pearson's product-moment correlation,two.sided,0.007770189075357611
Bacteria;Proteobacteria;Gammaproteobacteria,Heteroaromatic.compounds,-0.7830433923245327,-3.5609299111308177,0.007390696128614358,8,-0.9461797111070891,-0.3026125655806611,Pearson's product-moment correlation,two.sided,0.024187732784556083
Bacteria;Bacteroidetes;Bacteroidia,Hydroxamic.acids,-0.23033141350578945,-0.6694763337688439,0.5220404376044954,8,-0.7510398720183394,0.4670239715576509,Pearson's product-moment correlation,two.sided,0.5609986792167712
Bacteria;Proteobacteria;Alphaproteobacteria,Hydroxamic.acids,-0.7039291780402039,-2.8031761283032,0.023084546248096173,8,-0.9240189098687663,-0.13344921389004827,Pearson's product-moment correlation,two.sided,0.055402910995430814
Bacteria;Proteobacteria;Betaproteobacteria,Hydroxamic.acids,0.9541356351797665,9.014467261970733,1.8313621529910504e-5,8,0.8127950723281931,0.9893881204076228,Pearson's product-moment correlation,two.sided,4.395269167178521e-4
Bacteria;Proteobacteria;Gammaproteobacteria,Hydroxamic.acids,0.5596047572545378,1.9098436111489268,0.0925535006064418,8,-0.10811497642597756,0.8793864047214659,Pearson's product-moment correlation,two.sided,0.17086800111958486
Bacteria;Bacteroidetes;Bacteroidia,Imidazoles,0.44166931278369653,1.392398807574203,0.20128286000122764,8,-0.26035947194630815,0.8382026697260924,Pearson's product-moment correlation,two.sided,0.2688141755091642
Bacteria;Proteobacteria;Alphaproteobacteria,Imidazoles,0.8744869507270819,5.099324806817287,9.306259170970778e-4,8,0.5448612402352205,0.9700201645152229,Pearson's product-moment correlation,two.sided,0.0068933958650383926
Bacteria;Proteobacteria;Betaproteobacteria,Imidazoles,-0.8608430237433866,-4.78477584309554,0.0013821929177180463,8,-0.966576024862733,-0.5048503779824763,Pearson's product-moment correlation,two.sided,0.007770189075357611
Bacteria;Proteobacteria;Gammaproteobacteria,Imidazoles,-0.7803973386160807,-3.530071528406149,0.007731194730718195,8,-0.9454624492864823,-0.29641917597006173,Pearson's product-moment correlation,two.sided,0.02420200089616131
Bacteria;Bacteroidetes;Bacteroidia,Isoleucine.and.derivatives,-0.44894053884479945,-1.4210498191567633,0.19308695324447342,8,-0.8408797559444832,0.25188468951454873,Pearson's product-moment correlation,two.sided,0.2688141755091642
Bacteria;Proteobacteria;Alphaproteobacteria,Isoleucine.and.derivatives,-0.636789604072355,-2.3359599575012147,0.04771567361698358,8,-0.9039761675975826,-0.011957562675590496,Pearson's product-moment correlation,two.sided,0.09815795715493765
Bacteria;Proteobacteria;Betaproteobacteria,Isoleucine.and.derivatives,0.915522339327542,6.437235374791961,2.0101352580377204e-4,8,0.6749786944519337,0.9801525180895292,Pearson's product-moment correlation,two.sided,0.0028945947715743174
Bacteria;Proteobacteria;Gammaproteobacteria,Isoleucine.and.derivatives,0.6101990804042247,2.1784887698990754,0.061005999634310235,8,-0.03154780387855388,0.8956998403563224,Pearson's product-moment correlation,two.sided,0.11871437766676587
