variable,p_value,FDR
Alpha-acyloxy ketones,0.09145432287656084,0.54667414126781
Alpha-amino ketones,0.9999999982452549,1
Alpha-chloroketones,0.5230990437312447,1
Alpha-haloketones,0.5629682937474777,1
Alpha amino acid amides,1,1
Alpha amino acid esters,0.7217659172676768,1
Alpha amino acids,0.9110788889910377,1
Alpha amino acids and derivatives,0.9999989364238473,1
Alpha hydroxy acids and derivatives,0.9541088403617297,1
"Alpha,beta-unsaturated carbonyl compounds",6.451596635092136e-5,0.0018030514806494338
"Alpha,beta-unsaturated carboxylic esters",0.8162192327004212,1
"Alpha,beta-unsaturated ketones",2.5045242539390937e-5,8.311889867760367e-4
Amidines,0.9999999999986728,1
Amines,0.44068970805566,1
Amino acids,0.9994405383714212,1
Amino acids and derivatives,0.9999972238450321,1
"Amino acids, peptides, and analogues",0.9999984609739657,1
Amino fatty acids,0.9999957181362861,1
Aminoglycosides,0.01405896229277304,0.1309703329379383
Aminoimidazoles,1,1
Aminopiperidines,0.9999769816504613,1
Aminopyrimidines and derivatives,0.9895888076108543,1
Aminosaccharides,0.0028309746651733686,0.04095820801837031
Aminosulfonyl compounds,0.9999999999998779,1
Aminotriazines,0.9834275470960925,1
Amphetamines and derivatives,0.9252668742796183,1
Androgens and derivatives,0.006019152735438329,0.06948195875038593
Androstane steroids,7.298665044539973e-4,0.013841396923752592
Anilides,0.9999999999996282,1
Aniline and substituted anilines,0.9999999999903781,1
Anisoles,0.9999999999884983,1
Aralkylamines,0.9999433821816011,1
Aromatic alcohols,0.9999999999999993,1
Aromatic hydrocarbons,0.5304867642601396,1
Aryl alkyl ketones,0.9997223191614079,1
Aryl bromides,0.9326652210614372,1
Aryl chlorides,0.9999842622045665,1
Aryl halides,0.9999999861233158,1
Aryl ketones,0.9816915781522233,1
Aryl thioethers,0.9994227802117246,1
Asparagine and derivatives,0.9999999999999982,1
Aspartic acid and derivatives,0.6350717040583399,1
Azacyclic compounds,0.9999998479034418,1
Azaspirodecane derivatives,0.9999939975040408,1
Azepanes,0.9997853706968448,1
Azetidines,0.9888478637357097,1
Azo compounds,0.9999997450092869,1
Azo imides,0.9999867589129384,1
Azoles,0.9999999884301204,1
Azolidines,0.9999999999999367,1
Azolines,0.9999999999147693,1
Benzamides,0.9999999999714535,1
Benzene and substituted derivatives,0.9998807949224517,1
Benzenesulfonyl compounds,0.9977392610838027,1
Benzenoids,0.9998691625887055,1
Benzimidazoles,0.9260991379388215,1
Benzodiazines,0.46690963036420385,1
Benzofuranones,0.9493401903308081,1
Benzofurans,0.9727010669840813,1
Benzoic acid esters,0.9955758814065304,1
Benzoic acids,0.9999944141065108,1
Benzoic acids and derivatives,0.9999999987339483,1
Benzopyrans,0.9999998976246982,1
Benzothiazoles,0.999756087522674,1
Benzoyl derivatives,0.9999999971551043,1
Benzylamines,0.9272146401417901,1
Beta-amino ketones,0.9999999999999685,1
Beta-diketones,0.9999996502013873,1
Beta amino acids and derivatives,1,1
Beta hydroxy acids and derivatives,0.563624763308737,1
Beta lactams,0.9998936248245136,1
Bicyclic monoterpenoids,0.9815883187842989,1
"Bile acids, alcohols and derivatives",0.002853961763991905,0.04095820801837031
Boronic acid derivatives,0.4040868377946499,1
Branched fatty acids,0.9999690482118633,1
Branched unsaturated hydrocarbons,0.053646986980523975,0.37982066782210977
Butenolides,0.9306246631029016,1
Butyrophenones,0.9999971767668097,1
C-nitro compounds,0.8204465252079169,1
Carbamate esters,0.9999936503636397,1
Carbamic acids and derivatives,0.9999998725555832,1
Carbohydrates and carbohydrate conjugates,0.16990982788383246,0.9113345313769196
Carbonyl compounds,2.627470956442534e-8,1.8546676617453163e-6
Carboxamidines,0.9999999999976199,1
Carboximidamides,0.9999999999996549,1
Carboximidic acids,0.951760432249785,1
Carboximidic acids and derivatives,0.8086183091642453,1
Carboxylic acid amides,0.9999999999999973,1
Carboxylic acid derivatives,7.814667528525284e-7,3.4579903813724385e-5
Carboxylic acid esters,1.0308287273368287e-12,2.73685027107928e-10
Carboxylic acid hydrazides,1,1
Carboxylic acid imides,0.999992900455563,1
Carboxylic acid salts,0.9999999818854997,1
Carboxylic acids,0.9995852664051381,1
Carboxylic acids and derivatives,0.0013473656152840421,0.023848371390527544
Cardenolides and derivatives,0.7695142308502548,1
Catechols,0.9999999999999999,1
Chalcones and dihydrochalcones,0.9641205188136757,1
Chloroalkenes,0.24211289927897056,1
Chlorobenzenes,0.9999678794389415,1
Cholestane steroids,3.8496878433100793e-4,0.007862247095375585
Cholesterols and derivatives,0.0036951896036394433,0.04785721169591572
Cholines,1.7842835435667045e-4,0.004306611643790546
Chromones,0.9999920752580771,1
Cinnamaldehydes,0.3781714715519652,1
Cinnamic acids and derivatives,0.9999057557523238,1
Coumarins and derivatives,0.9999999894990141,1
Cyclic alcohols and derivatives,0.9997592675187799,1
Cyclic ketones,0.2909351868172344,1
Cyclic olefins,0.04707930285448673,0.35210013824975284
Cyclitols and derivatives,1,1
Cyclohexenones,0.23407157778407778,1
Cysteine and derivatives,0.42415058761132923,1
Delta-4-steroids,0.02804950963574407,0.22914291717815538
Delta-5-steroids,3.8886709878509064e-5,0.001214637820322842
Delta lactams,0.9981636217624857,1
Delta valerolactones,0.4847051986568315,1
Depsipeptides,0.9996241655662343,1
Diacylglycerols,0.020473175150562888,0.18425857635506598
Dialkyl ethers,1,1
Dialkyl peroxides,0.999999999960675,1
Dialkyl phosphates,1.1323037706535373e-7,6.0125330221702834e-6
Dialkylamines,0.9999982133462239,1
Dialkylarylamines,0.9999999993610799,1
Dialkyldisulfides,0.9999999999999998,1
Dialkylthioethers,0.9999974588967147,1
Diazanaphthalenes,0.578171288704223,1
Diazinanes,0.9999969919939962,1
Diazines,0.9638448627939195,1
Dicarboximides,0.999999986153362,1
Dicarboxylic acids and derivatives,7.789049724868162e-5,0.002067992701952497
Dichlorobenzenes,0.1246702782038229,0.6968412392234733
Dihydrofurans,0.7023340754010768,1
Dihydropyranones,0.9971924090516779,1
Dihydropyridinecarboxylic acids and derivatives,0.8877456859143898,1
Dihydropyridines,0.8639274856819725,1
Dimethoxybenzenes,0.9999999971730275,1
Dioxopiperazines,0.9999999999996227,1
Dipeptides,0.9999928189516248,1
Diphenylmethanes,0.7636756730100213,1
Diradylglycerols,0.09368615227000135,0.54667414126781
Disaccharides,2.7532786810801463e-4,0.00609389829359774
Diterpene glycosides,2.754304313490504e-4,0.00609389829359774
Diterpene lactones,0.09067863760451879,0.54667414126781
Diterpenoids,0.002583594522902745,0.03919681976175307
Eicosanoids,0.1645088473934569,0.8913693669992409
Enoate esters,0.6244265038588358,1
Enols,0.9999999843848792,1
Enones,0.004076937299173273,0.05154413585383352
Epoxides,0.7746917719495795,1
Ethers,0.9786036643004608,1
Fatty acid esters,9.780118869376202e-10,1.2983107799096908e-7
Fatty acid methyl esters,0.9999965296468574,1
Fatty acids and conjugates,0.9999990332412978,1
Fatty acyl glycosides,0.025342154726794738,0.22060137967095092
Fatty acyl glycosides of mono- and disaccharides,0.027958871108200996,0.22914291717815538
Fatty Acyls,1.4166153225260238e-5,5.373019544723705e-4
Fatty alcohols,0.9999893831882568,1
Fatty amides,0.9999977048191736,1
Flavones,0.8868641125596644,1
Flavonoids,0.9999999171624273,1
Formamidines,1,1
Furanoid lignans,0.9718176633755775,1
Furanones,0.8030917893528733,1
Furans,0.9999993448136975,1
Furazans,0.8449965770901551,1
Furofurans,0.8731021973416111,1
Furopyrans,0.7030445420015181,1
Galloyl esters,0.9303319738857185,1
Gamma-keto acids and derivatives,0.9999384002763698,1
Gamma amino acids and derivatives,0.9999999999999933,1
Gamma butyrolactones,0.8237563694443076,1
"Gluco/mineralocorticoids, progestogins and derivatives",0.5353563731964086,1
Glucuronic acid derivatives,0.8230016169964579,1
Glucuronides,0.9629715818056821,1
Glutamic acid and derivatives,0.9625609661544101,1
Glutamine and derivatives,0.999537620031115,1
Glycerol ethers,0.9999960673816205,1
Glycerolipids,0.022398128853139763,0.1982234403502869
Glycerophosphocholines,2.4474444539001895e-5,8.311889867760367e-4
Glycerophosphoethanolamines,0.011369853364900755,0.10875493568453577
Glycerophospholipids,1.803380461271855e-8,1.8546676617453163e-6
Glycosyl compounds,0.01517288289096082,0.13891035888103784
Glycosylamines,0.9697829882149146,1
Guanidines,1,1
Haloalkenes,0.272663561472569,1
Halobenzenes,0.9977153746004286,1
Halogenated fatty acids,0.9999983651692573,1
Hemiacetals,0.11884704300338386,0.6713593599446471
Heteroaromatic compounds,0.9996905862772454,1
Heterocyclic fatty acids,0.9894025138749865,1
Hexoses,0.009752764992364564,0.1029183339649169
Hippuric acids,0.9999999560907058,1
Hippuric acids and derivatives,0.9999999999909692,1
Histidine and derivatives,0.9999982480943321,1
Hydrocarbons,0.09327481912521501,0.54667414126781
Hydropyridines,0.9993365853810064,1
Hydropyrimidines,1,1
Hydroquinolines,0.8198330433962179,1
Hydroquinolones,0.9608712581942873,1
Hydroxamic acids,0.9999999999999976,1
Hydroxy acids and derivatives,0.5555193614187621,1
"Hydroxy bile acids, alcohols and derivatives",0.03129452197627731,0.2517786540818674
Hydroxy fatty acids,0.9737959271318932,1
Hydroxybenzoic acid derivatives,0.9999955933903206,1
Hydroxycoumarins,0.9663892560790771,1
Hydroxyflavonoids,0.999938246212825,1
Hydroxyindoles,0.9435902185733045,1
Hydroxysteroids,0.5102635843203385,1
Hypoxanthines,0.9999972191933454,1
Imidazoles,0.9999993596860035,1
Imidazolyl carboxylic acids and derivatives,0.999999999996487,1
Imidazopyrimidines,0.9341484938156057,1
Imidolactams,0.9998422289283515,1
Imines,0.9999998140161608,1
Indolecarboxylic acids and derivatives,0.9074148093276209,1
Indoles,0.9999999987839647,1
Indoles and derivatives,0.9999999997567626,1
Indolines,0.9999999956986401,1
Indolizidines,0.999915617501414,1
Indolyl carboxylic acids and derivatives,0.813464940441638,1
Isobenzofuranones,0.8956069250128157,1
Isocoumarans,0.6618731565180304,1
Isoindoles,0.9743606076599671,1
Isoindoles and derivatives,0.9979322331093661,1
Isoindolines,0.9999361099230986,1
Isoindolones,0.9999657704334624,1
Isoleucine and derivatives,0.9998572255794769,1
Isothioureas,0.9999999908121227,1
Isoxazoles,0.9999992662450539,1
Ketals,0.026404521761442885,0.22255239770359003
Ketimines,0.9999721452843481,1
Keto acids and derivatives,0.9993594286507743,1
Ketones,0.3287911559488949,1
Lactams,0.9999981050986055,1
Lactones,0.050942996676466894,0.3705579621260811
Leucine and derivatives,0.999966450725899,1
"Lignans, neolignans and related compounds",0.9999996934473525,1
Lineolic acids and derivatives,0.07354729096665868,0.48214335189254026
Lipids and lipid-like molecules,8.323361318116656e-20,4.419704859919944e-17
Long-chain fatty acids,0.0033708641922945075,0.04511430260077259
Lupin alkaloids,0.9999999910258093,1
Macrolactams,0.9986892443028186,1
Macrolide lactams,0.15255410399619473,0.8351157651750454
Macrolides and analogues,0.011316156087468365,0.10875493568453577
Medium-chain fatty acids,0.9999948731695021,1
Medium-chain keto acids and derivatives,0.9999999999755994,1
Menthane monoterpenoids,0.9997659797540668,1
Methionine and derivatives,0.9886175999886238,1
Methoxybenzenes,0.9999994732916067,1
Methyl-branched fatty acids,0.9999739143354929,1
Methyl esters,0.9999999999999968,1
Monoalkyl phosphates,0.04819129404702259,0.3554107935967916
Monoalkylamines,0.9972986759727233,1
Monoalkylboranes,0.83347208605863,1
Monocarboxylic acids and derivatives,0.010666448813171008,0.10686574188290197
Monocyclic monoterpenoids,0.999999628182602,1
Monoradylglycerols,0.7864384697054573,1
Monosaccharide phosphates,0.7863560050571193,1
Monosaccharides,0.5475729680167053,1
Monoterpenoids,0.9894868442194695,1
Monothioacetals,0.9699883420382329,1
Morpholines,0.9053337786044449,1
N-acyl-alpha-hexosamines,0.6006054116256123,1
N-acyl-alpha amino acids,0.9924044898803781,1
N-acyl-alpha amino acids and derivatives,0.9998331354542505,1
N-acyl amines,0.999986791727052,1
N-acylethanolamines,0.9997370862605475,1
N-acylpyrrolidines,0.9999999995342457,1
N-alkylindoles,0.9988886616416167,1
N-alkylpiperazines,0.9999999977044447,1
N-alkylpyrrolidines,0.9999991025203014,1
N-arylamides,0.9999960634963521,1
N-carbamoyl-alpha amino acids and derivatives,0.9999999782107537,1
N-substituted carboxylic acid imides,0.9999991903616694,1
N-substituted imidazoles,0.9991087524983011,1
N-unsubstituted carboxylic acid imides,0.9974692992153662,1
Naphthalenes,0.0015741878409932836,0.02696431430862689
Naphthopyrans,0.9207983577842083,1
Naphthoquinones,0.026011715741269238,0.22255239770359003
Nitriles,0.9974109747170223,1
Nitroaromatic compounds,0.7430266070403774,1
Nitrobenzenes,0.9461636447527676,1
Nitrotoluenes,0.7691172113461315,1
"Nucleosides, nucleotides, and analogues",0.8997334334629701,1
O-glucuronides,0.3675432153800807,1
O-glycosyl compounds,0.0017374803175637071,0.02795763783716147
O-methylated flavonoids,0.9999999999787793,1
Olefins,0.08582048401907413,0.54667414126781
Oligopeptides,0.9999999999999499,1
"Organic 1,3-dipolar compounds",0.9997862127277604,1
Organic acids and derivatives,0.005023683963282472,0.05927947076673318
Organic carbonic acids and derivatives,0.9999999999913123,1
Organic cations,0.0030545643433517555,0.04268351753473111
Organic cyanides,0.9998679728111091,1
Organic disulfides,1,1
Organic metal salts,0.09611725236748435,0.5547637065992846
Organic metalloid salts,0.22445282544505096,1
Organic nitro compounds,0.9645163282708629,1
Organic nitrogen compounds,0.9569079958988023,1
Organic oxides,1.646088765697888e-11,2.9135771152852614e-9
Organic oxoanionic compounds,0.9992722783214578,1
Organic oxoazanium compounds,0.9746670896632816,1
Organic peroxides,0.999999999998576,1
Organic phosphines and derivatives,0.9999999999999938,1
Organic phosphonic acids,0.9999908282342646,1
Organic phosphonic acids and derivatives,0.9173471130401514,1
Organic phosphoramides,0.9435268289235164,1
Organic phosphoric acids and derivatives,2.2707337793666574e-8,1.8546676617453163e-6
Organic pyrophosphates,0.9589338220327298,1
Organic salts,0.0010750792855422889,0.019685072435274325
Organic sulfonamides,0.999999999995321,1
Organic sulfonic acids and derivatives,1,1
Organic sulfuric acids and derivatives,0.9999999999983462,1
Organic thiophosphoric acids and derivatives,0.30051916387059985,1
Organic zwitterions,0.9999624388170174,1
Organoboron compounds,0.6764007360806614,1
Organobromides,0.9508168906776537,1
Organochlorides,0.3262214590390049,1
Organohalogen compounds,0.4988567821823172,1
Organoheterocyclic compounds,0.6761161247848954,1
Organometallic compounds,0.4111116800259432,1
Organometalloid compounds,0.1771459103012455,0.9406447836996135
Organonitrogen compounds,0.9298167364561867,1
Organophosphorus compounds,0.974262656426951,1
Organopnictogen compounds,0.7156454789859843,1
Organosulfonamides,0.9999999984957924,1
Organosulfonic acids,0.9998530895227561,1
Organosulfonic acids and derivatives,1,1
Organosulfur compounds,0.9999351870703428,1
Organothiophosphorus compounds,0.9999999991785062,1
Ortho amides,0.9999999999858925,1
Orthocarboxylic acid derivatives,0.9999999999999258,1
Oxacyclic compounds,0.05509365250884688,0.38158508874704755
Oxadiazoles,0.9910615489307433,1
Oxanes,0.004231941357421001,0.052259554902105855
Oxazinanes,0.9298379837450974,1
Oxazolidinones,0.9940620790045395,1
Oxepanes,0.289020809066545,1
Oxime ethers,0.9999999999998852,1
Oxolanes,0.7015270597031042,1
Oxosteroids,0.11639088561876976,0.6645544114362015
p-Hydroxybenzoic acid esters,0.9908136377729237,1
Pentose phosphates,0.6104032498067216,1
Pentoses,0.9944305284442083,1
Peptides,0.9999999262626247,1
Peptidomimetics,0.9999999997108497,1
Phenanthrenes and derivatives,0.037550871275266434,0.288978444161833
Phenazines and derivatives,0.5812055435662669,1
Phenethylamines,0.9677021234420338,1
Phenol ethers,0.9999999999999993,1
Phenols,0.9999999998249975,1
Phenoxy compounds,0.9999999999999962,1
Phenylalanine and derivatives,0.7254560973650278,1
Phenylcarbamic acid esters,0.9999958539390315,1
Phenylketones,0.9999833547721073,1
Phenylmethylamines,0.8788700293492722,1
Phenylpropanes,0.9883416106807719,1
Phenylpropanoic acids,0.7455065022159449,1
Phenylpropanoids and polyketides,0.042507180141777574,0.32244732364691275
Phosphate esters,2.7942262323846574e-8,1.8546676617453163e-6
Phosphatidylcholines,3.638020021111006e-4,0.007727154524839777
Phosphatidylethanolamines,0.08827593277429102,0.54667414126781
Phosphocholines,8.48960555065768e-5,0.002146657403523442
Phosphoethanolamines,0.05336414339308507,0.37982066782210977
Phosphonic acid esters,0.9308144917580893,1
Piperazines,0.9999999919591214,1
Piperidinecarboxylic acids,0.9999999945597272,1
Piperidinecarboxylic acids and derivatives,0.9999999999973818,1
Piperidines,0.9999999998996469,1
Polycyclic hydrocarbons,0.0912512498294875,0.54667414126781
Polyols,0.07681605957081024,0.4974308247817102
Porphyrins,0.8928019977395014,1
Prenol lipids,0.006210700894689304,0.07016770585276638
Primary alcohols,0.8528562192829732,1
Primary amines,0.9885915370397731,1
Primary carboxylic acid amides,1,1
Proline and derivatives,0.999931193772638,1
"Propargyl-type 1,3-dipolar organic compounds",0.9985051536904346,1
Prostaglandins and related compounds,0.311140124890224,1
Pteridines and derivatives,0.29893758495136236,1
Purine nucleosides,0.9999999999994875,1
Purine nucleotides,0.5478974171485784,1
Purine ribonucleoside monophosphates,0.8273458765249547,1
Purine ribonucleotides,0.9759831336686972,1
Purines and purine derivatives,0.95842644049875525,1
Purinones,0.99999999999998,1
Pyranones and derivatives,0.9998676895531771,1
Pyrans,0.9979946266630599,1
Pyrazines,0.8242215803711699,1
Pyrazolines,0.9999928064309151,1
Pyridinecarboxylic acids,0.9999950966990849,1
Pyridinecarboxylic acids and derivatives,0.9999999981228952,1
Pyridines and derivatives,0.9999999345832834,1
Pyrimidine nucleosides,0.9999999999992554,1
Pyrimidine nucleotides,0.9999948530071467,1
Pyrimidine ribonucleotides,1,1
Pyrimidines and pyrimidine derivatives,0.9583714211971097,1
Pyrimidones,0.9803935204028478,1
Pyrrole carboxylic acids,0.520046724140919,1
Pyrrole carboxylic acids and derivatives,0.999830705502482,1
Pyrroles,0.9422290587654307,1
Pyrrolidine-2-ones,0.9999998371102943,1
Pyrrolidine carboxylic acids,0.9999031927893309,1
Pyrrolidine carboxylic acids and derivatives,0.9999999959227387,1
Pyrrolidinecarboxamides,1,1
Pyrrolidines,0.999999999043802,1
Pyrrolidones,0.9999999701168629,1
Pyrrolines,0.9999675915187078,1
Pyrrolizines,0.9787178201130651,1
Quaternary ammonium salts,5.354176814485544e-4,0.010529881068488237
Quinolidines,0.9999999999999665,1
Quinolines and derivatives,0.7572477518610552,1
Quinolizidines,0.9996315648007517,1
Quinones,0.9957964573489964,1
Quinoxalines,0.15060255219121207,0.8330203668076418
Ribonucleoside 3'-phosphates,0.9847551641352323,1
Salicylic acid and derivatives,0.9999978673023904,1
Secondary alcohols,1.563792035152943e-7,7.548850642420115e-6
Secondary amines,0.9999999999966589,1
Secondary carboxylic acid amides,0.9999999999962697,1
Secondary ketimines,0.9977739220182721,1
Serine and derivatives,0.8045595016656983,1
Sesquiterpenoids,0.9836375551028458,1
Sphingolipids,0.0063616785961995445,0.07037606947045746
Steroid esters,9.160089611345102e-6,3.741544295095576e-4
Steroid lactones,0.011469447077841814,0.10875493568453577
Steroidal glycosides,0.010515729633650562,0.10686574188290197
Steroids and steroid derivatives,0.007691111222781217,0.0833465318223842
Straight chain fatty acids,0.9999999992003048,1
Styrenes,0.4997916337334355,1
Substituted imidazoles,0.9999996086855105,1
Substituted pyrroles,0.798436482811002,1
Sugar acids and derivatives,0.8722090125970888,1
Sulfenyl compounds,0.9999999999999988,1
Sulfinyl compounds,0.8427947449300426,1
Sulfones,0.9902962486797027,1
Sulfonyls,0.99999999999859,1
Sulfoxides,0.9668012877909646,1
Sulfuric acid monoesters,0.9999999999999771,1
Terpene lactones,0.5315723584511711,1
Tertiary alcohols,0.9999999983300913,1
Tertiary alkylarylamines,0.9999997412500466,1
Tertiary amines,1,1
Tertiary carboxylic acid amides,1,1
Tetraalkylammonium salts,0.0016846344155425814,0.02795440233290971
Tetracarboxylic acids and derivatives,0.35185992828440465,1
Tetrahydrofuran lignans,0.9867316338791021,1
Tetrahydrofurans,0.7814881097470606,1
Tetralins,0.8735292714407137,1
Tetrapyrroles and derivatives,0.8344183123318225,1
Tetrazoles,0.9999999999961022,1
Thia fatty acids,0.6740622224268117,1
Thiadiazoles,1,1
Thiazoles,0.9999999999999839,1
Thiocarboxylic acids and derivatives,0.9999999854952846,1
Thioethers,0.9999999999992244,1
Thiols,0.9999644246787076,1
Thiophenes,0.9999999999999374,1
Thiophosphate triesters,0.8950509786999559,1
Thiophosphoric acid esters,0.18014115209696874,0.9470787303315882
Triacylglycerols,0.0370696118964668,0.288978444161833
Trialkylamines,0.999999999999993,1
Triazines,0.9932090765173993,1
Triazoles,0.9986707641400621,1
Tricarboxylic acids and derivatives,0.055333430948253604,0.38158508874704755
Triradylcglycerols,0.6919130198105972,1
Triterpenoids,0.0033984408738811744,0.04511430260077259
Tryptamines and derivatives,0.5577549205612483,1
Tyrosine and derivatives,0.9942604183246544,1
Unsaturated aliphatic hydrocarbons,0.08793418368381961,0.54667414126781
Unsaturated fatty acids,0.2674586760710508,1
Unsaturated hydrocarbons,0.07160747408290981,0.47529460922531386
Ureas,0.9999999938659736,1
Valine and derivatives,0.9999999999999998,1
Vinyl chlorides,0.4234025396252038,1
Vinyl halides,0.6553385599522145,1
Vinylogous acids,0.8867944010187243,1
Vinylogous amides,0.9923425847481203,1
Vinylogous esters,0.9965394015751585,1
Vinylogous thioesters,0.9999990162574555,1
Xylenes,0.9153610022891808,1
